实习职位,实习薪资,工作地点,实习天数,实习月份
运营实习生,100-150/天,上海,3天/周,5个月
软件测试工程师(实习),50-100/天,武汉,5天/周,6个月
思科实习生项目-热设计工程师 – ENG产品热设计,200-250/天,上海,3天/周,6个月
传感器开发实习生,100-150/天,广州,5天/周,12个月
新媒体实习生,200-250/天,广州,4天/周,12个月
采购助理实习生,100-150/天,北京,5天/周,4个月
AtoS Trainee Program南京校招生2019-测试工程师,100-140/天,南京,5天/周,5个月
产品实习生,150-200/天,北京,4天/周,4个月
测试实习生,150-200/天,北京,4天/周,9个月
社交媒体设计实习生,150-200/天,上海,3天/周,4个月
图像3A算法实习生,100-150/天,深圳,4天/周,4个月
算法工程师（信号处理）,200-300/天,北京,5天/周,3个月
内容运营实习生,80-120/天,杭州,4天/周,3个月
视频制作实习生,120-121/天,上海,5天/周,10个月
大数据开发工程师（校招）,360-500/天,广州,5天/周,4个月
影视包装特效师,150-200/天,深圳,5天/周,7个月
量化IT工程师,150-200/天,上海,4天/周,6个月
新媒体运营实习生（英语方向）,100-150/天,南京,4天/周,4个月
云服务与运维实习生 (MJ000191),150-200/天,上海,3天/周,8个月
RPO执行部IT组助理(实习生）,100-150/天,深圳,4天/周,4个月
新媒体运营,1-50/天,深圳,4天/周,4个月
数据分析实习生,100-150/天,长沙,4天/周,12个月
cv算法实习生,200-250/天,上海,4天/周,7个月
研发实习生（前端）,100-150/天,南京,4天/周,4个月
前端开发工程师,150-200/天,上海,5天/周,5个月
文案策划实习生,100-150/天,上海,3天/周,8个月
产品运营实习生,100-150/天,北京,3天/周,4个月
数据分析,200-250/天,成都,5天/周,8个月
微信公众号内容编辑,150-200/天,北京,5天/周,4个月
产品运营实习生,100-150/天,北京,4天/周,5个月
数据分析工程师,150-200/天,北京,3天/周,7个月
儿童有声书组实习生,100-150/天,北京,3天/周,4个月
行业研究实习生,100-150/天,北京,5天/周,5个月
网页设计师（实习）,100-150/天,广州,4天/周,4个月
思科实习生项目-嵌入式软件工程师-企业核心网事业部,250-300/天,上海,3天/周,6个月
社群运营实习生,面议,北京,5天/周,4个月
编辑实习生（军事）,50-100/天,广州,5天/周,4个月
英美文学专业电子教辅资料编辑,100-150/天,北京,1天/周,4个月
Managed NAND Firmware Engineer(Intern),200-250/天,上海,4天/周,6个月
.Net实习生,150-200/天,上海,3天/周,4个月
WEB前端工程师,100-150/天,上海,3天/周,10个月
内容运营专员,250-300/天,深圳,5天/周,3个月
蚂蚁金服2019实习生：研发工程师JAVA,面议,"杭州,上海",5天/周,7个月
运营专员,100-150/天,北京,5天/周,10个月
初级数据分析员,50-100/天,成都,5天/周,11个月
【实习生】图片审核实习生 (MJ002922),面议,北京,4天/周,5个月
"用户运营经理（Intern,英语/越南语/泰语)",200-250/天,北京,3天/周,4个月
法语游戏运营实习生,150-200/天,北京,5天/周,9个月
软件研发工程师（Delphi/C++）,100-150/天,成都,5天/周,11个月
设计师实习生,150-200/天,北京,3天/周,5个月
初级算法实习生,100-150/天,成都,5天/周,8个月
用户反馈实习生,面议,北京,4天/周,5个月
软件实施实习生,100-180/天,南京,5天/周,8个月
新媒体运营,150-200/天,上海,5天/周,12个月
济南信息录入实习生,100-150/天,全国,3天/周,4个月
平面设计实习生,150-200/天,杭州,4天/周,11个月
管培生--新车金融业务,150-200/天,北京,5天/周,7个月
平面设计实习生,100-150/天,深圳,5天/周,3个月
内容运营,60-100/天,上海,4天/周,12个月
大数据平台数据库开发和维护实习生,100-120/天,武汉,5天/周,12个月
.net工程师,100-150/天,杭州,5天/周,7个月
生信资料编辑员,150-200/天,全国,3天/周,5个月
新媒体文案实习生,100-150/天,北京,5天/周,10个月
短视频运营实习生,50-100/天,武汉,5天/周,4个月
产品助理,200-250/天,北京,5天/周,4个月
前瞻部门实习生,150-200/天,上海,4天/周,7个月
日常运营实习生,150-200/天,北京,4天/周,9个月
java开发实习生,100-150/天,南京,4天/周,3个月
ui设计师,100-130/天,深圳,5天/周,13个月
linux系统运维实习生,80-150/天,杭州,5天/周,7个月
测试实习生,100-150/天,上海,3天/周,4个月
UI/UE设计实习生,100-150/天,上海,5天/周,4个月
海外运营实习生,130-150/天,北京,4天/周,5个月
产品经理实习生,150-200/天,上海,4天/周,4个月
新媒体运营专员,100-150/天,上海,5天/周,3个月
新媒体用户/内容/活动运营,150-200/天,成都,6天/周,7个月
思科实习生项目-硬件工程师 – 路由器产品硬件系统开发,250-300/天,上海,3天/周,6个月
室外自主导航机器人-产品工业外观/机构设计实习生,180-250/天,东莞,5天/周,5个月
内容运营实习生（一件电商） (MJ001711),面议,广州,4天/周,4个月
用户运营（常州）,100-150/天,常州,5天/周,9个月
德语游戏运营实习生,150-200/天,北京,5天/周,9个月
C++开发工程师,100-200/天,北京,5天/周,13个月
投放运营实习生,100-150/天,北京,5天/周,4个月
项目管理实习生,100-150/天,北京,4天/周,10个月
专利工程师,150-200/天,北京,5天/周,9个月
考研产品课程运营实习生,100-150/天,北京,5天/周,4个月
数据文员,100-150/天,武汉,6天/周,5个月
线上运营实习生,100-150/天,广州,4天/周,4个月
媒体运营部实习生,150-200/天,北京,5天/周,5个月
渠道管理实习生-S0301,100-150/天,北京,5天/周,6个月
运营实习生,100-150/天,北京,4天/周,9个月
宠物栏目自媒体运营,120-121/天,上海,5天/周,6个月
后端开发工程师,100-150/天,成都,5天/周,4个月
需求分析工程师,200-250/天,北京,4天/周,4个月
项目管理实习生,150-200/天,南京,4天/周,6个月
电商部美工,100-150/天,上海,4天/周,11个月
抖音/火山-字节跳动后台开发实习生,400-500/天,北京,4天/周,5个月
测试实习生,50-100/天,成都,5天/周,6个月
机器学习实习生,50-100/天,武汉,4天/周,6个月
星座运势新媒体运营,100-150/天,上海,4天/周,7个月
综合管理实习生,50-100/天,重庆,5天/周,4个月
雇主品牌设计运营实习生,面议,北京,4天/周,4个月
新媒体运营,50-100/天,长沙,3天/周,3个月
运营管理实习生-S0259,100-150/天,北京,5天/周,6个月
内容运营实习生,150-200/天,北京,3天/周,10个月
测试实习生,100-150/天,贵阳,4天/周,7个月
视频制作实习生,100-150/天,武汉,3天/周,4个月
项目管理实习生,200-205/天,上海,4天/周,6个月
图像标注,100-150/天,杭州,5天/周,5个月
行业研究专员,150-200/天,上海,4天/周,4个月
美工实习生,100-150/天,成都,5天/周,5个月
C#开发实习生,150-200/天,深圳,5天/周,5个月
UI设计实习生,50-100/天,北京,4天/周,4个月
渠道实习生,150-200/天,北京,5天/周,7个月
新媒体运营实习生,120-200/天,上海,5天/周,12个月
新媒体微信运营,150-200/天,上海,4天/周,10个月
用户运营实习生-S0272,100-150/天,北京,5天/周,6个月
SEM/网络推广实习生,150-200/天,广州,5天/周,4个月
数字编辑助理,50-100/天,北京,3天/周,3个月
深度学习算法实习生（北京）-autoML方向,150-200/天,北京,5天/周,3个月
文案编辑实习生,200-250/天,成都,5天/周,4个月
Python爬虫实习生,250-300/天,北京,5天/周,4个月
OTA平台运营实习生,100-150/天,成都,5天/周,4个月
数据运营专员/助理,100-150/天,上海,3天/周,5个月
新媒体运营实习生,100-150/天,北京,4天/周,4个月
美工实习生,150-200/天,广州,5天/周,4个月
电商美工修图师（成都）,100-150/天,成都,3天/周,4个月
运营实习生,100-150/天,北京,5天/周,6个月
UI设计实习生,面议,武汉,5天/周,4个月
项目运营实习生,100-150/天,上海,4天/周,10个月
助理弱电设计师实习生,100-150/天,北京,5天/周,6个月
UI设计实习生,100-150/天,上海,4天/周,11个月
新媒体实习生,1-50/天,长沙,3天/周,3个月
新媒体运营,100-150/天,上海,4天/周,12个月
置业顾问,100-150/天,北京,5天/周,4个月
动画设计实习生,100-150/天,广州,3天/周,5个月
Java工程师,200-250/天,上海,5天/周,4个月
产品运营,1-50/天,厦门,5天/周,4个月
前端工程师,200-250/天,上海,5天/周,4个月
游戏测评实习生（MMO方向）-广州,100-150/天,广州,3天/周,4个月
平面设计助理,150-200/天,杭州,5天/周,5个月
C++工程师,150-200/天,北京,4天/周,4个月
AI算法工程师,100-150/天,北京,5天/周,4个月
网络工程师,面议,上海,4天/周,4个月
新媒体运营助理,150-200/天,上海,5天/周,4个月
用户运营实习生（英语）,150-200/天,北京,4天/周,4个月
新媒体运营实习生（星生报道）,100-150/天,北京,4天/周,5个月
python开发实习生,200-250/天,北京,3天/周,6个月
金融科技中心-研究助理实习生,100-150/天,广州,3天/周,4个月
微信社群运营,100-150/天,长沙,5天/周,10个月
产品运营实习生 (MJ001744),面议,广州,4天/周,4个月
平面设计实习生,100-200/天,北京,3天/周,3个月
工程管理/建筑类实习编辑,100-150/天,北京,2天/周,4个月
公开课视觉设计实习生,50-100/天,北京,5天/周,4个月
歌词制作实习生,100-150/天,重庆,5天/周,4个月
编辑助理文员,100-150/天,西安,5天/周,10个月
视频内容剪辑实习生,50-100/天,广州,2天/周,4个月
软件开发实习生3251108,100-150/天,北京,4天/周,6个月
实习运营专员,100-150/天,广州,3天/周,5个月
新闻编辑,100-150/天,北京,3天/周,4个月
海外用户运营（葡萄牙语）,50-100/天,广州,5天/周,4个月
英语编辑实习生,100-150/天,北京,5天/周,5个月
内容运营实习生（视频模块）,100-150/天,北京,4天/周,3个月
设计实习生,100-150/天,北京,3天/周,4个月
跨境电商运营助理实习生,100-150/天,武汉,5天/周,10个月
电商运营,150-200/天,上海,3天/周,13个月
日语编辑实习生,50-100/天,广州,4天/周,3个月
DevOps开发运维 (MJ000170),200-250/天,上海,3天/周,8个月
实习编辑（新媒体运营方向）,50-100/天,重庆,5天/周,4个月
管理培训生（运营方向）,150-200/天,宁波,5天/周,8个月
新媒体编辑/新媒体/公众号推广实习生,50-100/天,成都,3天/周,8个月
平面设计实习生,100-150/天,北京,3天/周,7个月
运营助理,50-100/天,天津,5天/周,10个月
机械设计工程师实习生,130-135/天,"杭州,嘉兴",5天/周,12个月
HR实习生,150-200/天,上海,4天/周,3个月
算法实习生,150-200/天,南京,5天/周,5个月
PR（SH）部门实习生,面议,上海,3天/周,4个月
足球运营（实习）,100-150/天,上海,4天/周,4个月
云计算开发工程师(2019应届),50-100/天,北京,3天/周,6个月
日语游戏运营实习生,150-165/天,北京,5天/周,9个月
ERP实施顾问-IT,100-150/天,上海,3天/周,9个月
传感器融合及目标跟踪工程师,300-400/天,北京,5天/周,7个月
用户运营,150-200/天,北京,4天/周,4个月
游戏策划学习实训,1-2/天,北京,5天/周,4个月
C/C++语言辅导老师,100-150/天,深圳,5天/周,4个月
线上技术工程师,100-150/天,北京,5天/周,4个月
文学策划,面议,北京,4天/周,10个月
web前端开发实习生,150-200/天,长沙,5天/周,5个月
系统集成工程师(网络/安防/大屏/综合布线),150-200/天,北京,5天/周,4个月
测试实习生,100-150/天,成都,4天/周,4个月
平面设计,100-150/天,北京,4天/周,6个月
2020届实习生项目—C++开发工程师,150-200/天,"北京,上海,西安",5天/周,2个月
运营文案策划,50-94/天,广州,5天/周,4个月
游戏文案编辑实习生,100-150/天,南京,6天/周,10个月
社区运营实习生,100-150/天,上海,3天/周,13个月
校招岗位--主播运营,100-150/天,北京,5天/周,4个月
短视频产品运营实习生（用户增长方向）,100-150/天,北京,5天/周,10个月
游戏测试工程师,100-150/天,广州,5天/周,6个月
发电机组应用实习生,100-150/天,北京,3天/周,5个月
直营电商运营（广告投放和运营）,150-200/天,广州,5天/周,4个月
内容运营实习生,100-150/天,天津,5天/周,4个月
信息化方向实习,100-150/天,北京,5天/周,4个月
语音信息编辑,100-150/天,杭州,5天/周,12个月
电气部门实习生,50-100/天,长沙,4天/周,3个月
算法实习生,200-300/天,北京,4天/周,3个月
数据分析实习生（区域规划部）,250-300/天,上海,4天/周,7个月
产品部实习生,100-150/天,上海,5天/周,4个月
新媒体运营实习生,100-150/天,广州,3天/周,4个月
德语销售实习生,1-2/天,广州,5天/周,4个月
审核实习生,50-100/天,成都,5天/周,8个月
2019届 管培生（家装设计类）,150-200/天,上海,5天/周,9个月
电子商务助理（天猫/京东运营助理）,100-150/天,北京,5天/周,4个月
BIM+GIS工程师,150-200/天,"上海,苏州",4天/周,7个月
算法工程师实习生,200-250/天,北京,5天/周,7个月
文案编稿实习生,100-150/天,西安,3天/周,6个月
新媒体运营,50-100/天,广州,5天/周,15个月
教学运营实习生,100-150/天,北京,5天/周,4个月
前端工程实习生,200-250/天,上海,4天/周,7个月
产品实习生,150-200/天,上海,5天/周,4个月
爬虫实习,150-200/天,北京,4天/周,4个月
产品经理实习生,100-150/天,上海,5天/周,7个月
海外电商设计实习生,面议,北京,5天/周,9个月
视觉UI设计实习生,150-200/天,北京,5天/周,6个月
编辑实习生,100-150/天,济南,5天/周,13个月
公众号实习编辑,100-150/天,北京,4天/周,6个月
结构实习生,200-250/天,北京,3天/周,5个月
新媒体实习生,100-150/天,杭州,5天/周,7个月
用户体验实习生,150-200/天,杭州,5天/周,10个月
